1.11000 , 1.55064 
1.12000 , 1.58457 
1.13000 , 1.62179 
1.14000 , 1.66603 
1.15000 , 1.70526 
1.16000 , 1.73612 
1.17000 , 1.77100 
1.18000 , 1.81308 
1.19000 , 1.84977 
1.20000 , 1.87820 
1.21000 , 1.91135 
1.22000 , 1.95182 
1.23000 , 1.98641 
1.24000 , 2.01283 
1.25000 , 2.04465 
1.26000 , 2.08387 
1.27000 , 2.11666 
1.28000 , 2.14134 
1.29000 , 2.17212 
1.30000 , 2.21038 
1.31000 , 2.24158 
1.32000 , 2.26471 
1.33000 , 2.29469 
1.34000 , 2.33219 
1.35000 , 2.36196 
1.36000 , 2.38367 
1.37000 , 2.41303 
1.38000 , 2.44997 
1.39000 , 2.47840 
1.40000 , 2.49881 
1.41000 , 2.52771 
1.42000 , 2.56424 
1.43000 , 2.59143 
1.44000 , 2.61058 
1.45000 , 2.63919 
1.46000 , 2.67547 
1.47000 , 2.70145 
1.48000 , 2.71940 
1.49000 , 2.74785 
1.50000 , 2.78404 
1.51000 , 2.80883 
1.52000 , 2.82558 
1.53000 , 2.85404 
1.54000 , 2.89029 
1.55000 , 2.91389 
1.56000 , 2.92941 
1.57000 , 2.95804 
1.58000 , 2.99453 
1.59000 , 3.01689 
1.60000 , 3.03113 
1.61000 , 3.06012 
1.62000 , 3.09704 
1.63000 , 3.11808 
1.64000 , 3.13094 
1.65000 , 3.16051 
1.66000 , 3.19811 
1.67000 , 3.21769 
1.68000 , 3.22901 
1.69000 , 3.25943 
1.70000 , 3.29803 
1.71000 , 3.31593 
1.72000 , 3.32543 
1.73000 , 3.35708 
1.74000 , 3.39711 
1.75000 , 3.41299 
1.76000 , 3.42024 
1.77000 , 3.45366 
1.78000 , 3.49576 
1.79000 , 3.50904 
1.80000 , 3.51333 
1.81000 , 3.54934 
1.82000 , 3.59454 
1.83000 , 3.60425 
1.84000 , 3.60429 
1.85000 , 3.64432 
1.86000 , 3.69451 
1.87000 , 3.69875 
1.88000 , 3.69193 
1.89000 , 3.73881 
1.90000 , 3.79804 
1.91000 , 3.79259 
1.92000 , 3.77238 
1.93000 , 3.83322 
1.94000 , 3.91352 
1.95000 , 3.88522 
1.96000 , 3.82562 
1.97000 , 3.93057 
1.98000 , 4.11406 
1.99000 , 3.94232 
2.00000 , -0.00000 
